type	gene_id
TA	PAFAH1B3
TA	DNMT1
TA	C19orf48
TA	SNRPG
TA	HELLS
TA	NPM1
TA	ANP32E
TA	HMMR
TA	HSP90AA1
TA	SYCE1L
TA	PCNA
TA	CCNB2
TA	CNN3
TA	CDK4
TA	FABP5
TA	BANF1
TA	H3F3A
TA	FBL
TA	MIS18BP1
TA	FEN1
TA	CBX3
TA	ANAPC11
TA	KPNB1
TA	SSRP1
TA	ILF2
TA	CKAP2
TA	RAD21
TA	WHSC1
TA	STRA13
TA	NCL
TA	NAA38
TA	RPS3
TA	KIFC1
TA	DNAJC9
TA	LMNB2
TA	MZT2B
TA	BCL7C
TA	RPL35
TA	LSM2
TA	FOXM1
TA	ARL6IP1
TA	HP1BP3
TA	SET
TA	CDCA8
TA	LBR
TA	GTSE1
TA	CBX5
TA	GGCT
TA	RPS21
TA	CACYBP
TA	RBBP7
TA	CCNB1
TA	TMEM97
TA	GINS2
TA	TECR
TA	ARHGAP11A
TA	RPS5
TA	RPS4X
TA	WEE1
TA	TFDP1
TA	RNASEH2C
TA	SGOL2
TA	GAPDH
TA	SRSF2
TA	MXD3
TA	NCAPD2
TA	CYBA
TA	YBX1
TA	HACD3
TA	KIF11
TA	POLD2
TA	DEPDC1
TA	MLEC
TA	ARHGAP11B
TA	MRPL51
TA	HADH
TA	RPS2
TA	RPS6
TA	MCM3
TA	SNRPA
TA	CCT2
TA	PRDX4
TA	SRSF3
TA	PRDX3
TA	SERBP1
TA	PRPS2
TA	ORC6
TA	RPS17
TA	NOP56
TA	SMC1A
TA	TUFM
TA	NHP2
TA	NFIC
TA	KIF23
TA	KIF22
TA	PLK1
TA	MGST1
TA	MCM5
TA	C9orf142
TA	TOMM40
TA	HDAC2
TA	ATAD2
TA	CMC2
TA	PAICS
TA	SPC25
TA	GCHFR
TA	HJURP
TA	RPS19
TA	AHCY
TA	SNRPE
TA	PPM1G
TA	RPL4
TA	NEK2
TA	EBP
TA	C1QBP
